row_index,organization_original,standardized_org,similarity_score
9889,Mintz Levin,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
9902,"Kilpatrick, Townsend & Stockton LLP",Kilpatrick Townsend & Stockton LLP,100.0
9905,Fish & Richardson,Fish & Richardson P.C.,100.0
9909,"Westman, Champlin and Koehler, P.A.","Westman, Champlin & Koehler, P.A.",100.0
9914,"Carter, DeLuca & Farrell, LLP","Carter, DeLuca & Farrell LLP",100.0
9919,Best & Flanagan,Best & Flanagan LLP,100.0
9947,Perkins Coie,Perkins Coie LLP,100.0
9948,Dority & Manning,"Dority & Manning, P.A.",100.0
9949,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
9956,Lathrop GPM,Lathrop GPM LLP,100.0
9972,"Sterne, Kessler, Goldstein & Fox","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
9985,Banner & Witcoff LTD,"Banner & Witcoff, Ltd.",100.0
9990,"Lorenz & Kopf, LLP",Lorenz & Kopf LLP,100.0
9998,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
10001,"Henry M. Feiereisen, LLC",Henry M. Feiereisen LLC,100.0
10008,"Shook, Hardy & Bacon, L.L,P.","Shook, Hardy & Bacon L.L.P.",100.0
10023,Leason Ellis,Leason Ellis LLP,100.0
10024,Nicholson De Vos Webster & Elliott LLP,NICHOLSON DE VOS WEBSTER & ELLIOTT LLP,100.0
10025,"Marshall, Gerstein and Borun, LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
10030,Lackenbach Siegel LLP,Nolte Lackenbach Siegel,100.0
10031,DLA Piper LLP,DLA Piper LLP (US),100.0
10043,Baker and Botts LLP,Baker Botts L.L.P.,100.0
10049,Procopio Cory Hargreaves and Savitch LLP,"Procopio, Cory, Hargreaves & Savitch LLP",100.0
10057,Baker Botts LLP,Baker Botts L.L.P.,100.0
10064,"Edell, Shapiro & Finnan","Edell, Shapiro & Finnan, LLC",100.0
10066,"Leydig Voit and Mayer, Ltd.","Leydig, Voit & Mayer, Ltd.",100.0
10067,BANNER WITCOFF BANNER WITCOFF,"Banner & Witcoff, Ltd.",100.0
10113,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
10118,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
10124,"Wilmer Cutler Pickering Hale and Dorr, LLP",Wilmer Cutler Pickering Hale and Dorr LLP,100.0
10125,Morgan Lewis Bockius LLP,"Morgan, Lewis & Bockius LLP",100.0
10126,Alston & Bird LLP Bank of America Plaza,Alston & Bird LLP,100.0
10134,"KILPATRICK TOWNSEND & STOCKTON,LLP",Kilpatrick Townsend & Stockton LLP,94.91525423728814
10135,Mintz Levin Cohn Ferris Glovsky & Popeo P.C.,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
10141,Dickinson Wright RLLP,Dickinson Wright PLLC,100.0
10153,"Stoel Rives, LLP",Stoel Rives LLP,100.0
10177,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
10178,Bacon and Thomas,"BACON & THOMAS, PLLC",100.0
10184,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
10200,HOLLAND & HART LLP,Holland & Hart LLP,100.0
10208,Kilpatrick Townsend & Stockton,Kilpatrick Townsend & Stockton LLP,100.0
10209,Rothwell Figg Ernst and Manbeck PC,"Rothwell, Figg, Ernst & Manbeck, P.C.",100.0
10220,Leydig Voit and Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
10238,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
10239,Quarles & Brady,Quarles & Brady LLP,100.0
10246,Baker Botts LLP,Baker Botts L.L.P.,100.0
10260,K&L Gates,K&L Gates LLP,100.0
10269,Greenblum and Bernstein PLC,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
10270,"Fitch, Even,Tabin, Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",97.95918367346938
10307,"Harness, Dickey, and Pierce, P.L.C.","Harness, Dickey & Pierce, P.L.C.",100.0
10320,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
10321,"DLA Piper, LLP (US)",DLA Piper LLP (US),100.0
10328,Scully Scott Murphy and Presser,"Scully, Scott, Murphy & Presser, P.C.",100.0
10348,Keller Preece Keller Jolley Preece,Keller Preece PLLC,100.0
10384,"Wilson Sonsini Goodrich & Rosati, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
10385,Shumaker & Sieffert,"Shumaker & Sieffert, P.A.",100.0
10386,Nixon Peabody LLP Exchange Place,NIXON PEABODY LLP,100.0
10388,"Wood, Herron & Evans, L.L.P.",Wood Herron & Evans LLP,100.0
10396,Crowell & Moring,Crowell & Moring LLP,100.0
10411,"Greer Burns and Crain, Ltd.","Greer, Burns & Crain, Ltd.",100.0
10412,"Armstrong Teasdale, LLP",Armstrong Teasdale LLP,100.0
10425,"Baker & McKenzie, LLP",Baker & McKenzie LLP,100.0
10445,"Fitch, Even, Tabin, & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
10467,"Banner & Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
10485,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
10499,Snell & Wilmer LLP,SNELL & WILMER L.L.P.,100.0
10504,Pearl Cohen Zedek Latzer Baratz LLP,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
10514,Chalker Flores LLP,"Chalker Flores, LLP",100.0
10521,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
10527,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
10535,Gardner Linn,"Gardner, Linn, Burkhart & Ondersma LLP",100.0
10541,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
10542,"Quarles and Brady, LLP",Quarles & Brady LLP,100.0
10547,Baker & Hostetler LLP,BakerHostetler,100.0
10553,McDermott Will and Emery,McDermott Will & Emery LLP,100.0
10555,Fish & Richardson PC,Fish & Richardson P.C.,100.0
10566,Greenblum & Bernstein,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
10577,"Greer Burns and Crain, LTD","Greer, Burns & Crain, Ltd.",100.0
10612,"Harness, Dickey & Pierce, PLLC","Harness, Dickey & Pierce, P.L.C.",100.0
10613,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
10617,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
10619,Squire Patton Boggs LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
10626,MASCHOFF BRENNAN,Maschoff Brennan,100.0
10631,Patton Boggs LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
10641,Baker & Hostetler LLP,BakerHostetler,100.0
10650,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
10652,Young Basile Hanlon & MacFarlane PC,"Young Basile Hanlon & MacFarlane, P.C.",100.0
10660,Troutman Sanders LLP,Troutman Pepper Hamilton Sanders LLP,100.0
10674,Patterson Sheridan,"Patterson + Sheridan, LLP",100.0
10680,"Harness, Dickey & Pierce, LLC","Harness, Dickey & Pierce, P.L.C.",100.0
10688,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
10691,Dinsmore & Shohl,Dinsmore & Shohl LLP,100.0
10702,Wolf Greenfield,"Wolf, Greenfield & Sacks, P.C.",100.0
10713,Wolf Greenfield,"Wolf, Greenfield & Sacks, P.C.",100.0
10715,"Wenderoth, Lind and Ponack L.L.P.","Wenderoth, Lind & Ponack, L.L.P.",100.0
10722,"Perkins Coie, LLP",Perkins Coie LLP,100.0
10724,"Maginot, Moore & Beck, LLP","Maginot, Moore & Beck LLP",100.0
10729,"Haynes and Boone, LLP.","Haynes and Boone, LLP",100.0
10743,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
10748,"Schwabe, Williamson & Wyatt, Attorneys at Law","Schwabe, Williamson & Wyatt, P.C.",100.0
10756,Squire Patton Boggs (US) LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
10758,"Snell & Wilmer, LLP",SNELL & WILMER L.L.P.,100.0
10760,"Nields, Lemack & Frame, LLC","NIELDS, LEMACK & FRAME, LLC",100.0
10763,Perkins Coie,Perkins Coie LLP,100.0
10764,Michael Best & Friedrich,Michael Best & Friedrich LLP,100.0
10765,Reising Ethington P.C. National City Center,Reising Ethington P.C.,100.0
10772,Brooks Kushman PC,Brooks Kushman P.C.,100.0
10781,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
10784,"Merchant and Gould, P.C.",Merchant & Gould P.C.,100.0
10788,"Saliwanchik, Lloyd & Eisenschenk","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
10791,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
10805,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
10814,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
10815,"Harness, Dickey & Pierce, LLP","Harness, Dickey & Pierce, P.L.C.",100.0
10821,McAndrews Held and Malloy LTD,"McAndrews, Held & Malloy, Ltd.",100.0
10826,Quarles and Brady LLP,Quarles & Brady LLP,100.0
10833,DLA Piper LLP,DLA Piper LLP (US),100.0
10851,"Heslin, Rothenberg, Farley & Mesiti, P.C.",Heslin Rothenberg Farley & Mesiti P.C.,100.0
10855,Osha Bergman Watanabe & Burton,Osha Bergman Watanabe & Burton LLP,100.0
10859,"K&L Gates, LLP",K&L Gates LLP,100.0
10864,Collard and Roe,"Collard & Roe, P.C.",100.0
10871,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
10872,"Maschoff Brennan Laycock Gilmore Israelsen &Wright, PLLC",Maschoff Brennan,100.0
10886,Barnes and Thornburg LLP,Barnes & Thornburg LLP,100.0
10892,"Wood Herron and Evans, LLP",Wood Herron & Evans LLP,100.0
10893,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
10901,"Wenderoth, Lind & Ponack, L.L.P","Wenderoth, Lind & Ponack, L.L.P.",100.0
10906,"Oliff and Berridge, PLC",Oliff PLC,100.0
10907,Lewis Roca Rothgerger Christie,Lewis Roca Rothgerber Christie LLP,96.66666666666667
10921,Brownstein Hyatt Farber Schreck,"Brownstein Hyatt Farber Schreck, LLP",100.0
10927,Brooks Kushman P.C,Brooks Kushman P.C.,100.0
10932,"Lerner, David, Littenberg, Krumholz & Mentlik, LLP",Lerner David LLP,100.0
10940,"McDermott, Will & Emery LLP",McDermott Will & Emery LLP,100.0
10945,"Knobbe Martens Olsen & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",96.0
10960,"Shook, Hardy & Bacon LLP","Shook, Hardy & Bacon L.L.P.",100.0
10964,"Withrow & Terranova, P.L.L.C.","Withrow & Terranova, PLLC",100.0
10982,Foley and Lardner,Foley & Lardner LLP,100.0
10987,Buchanan Ingersoll & Rooney,Buchanan Ingersoll & Rooney PC,100.0
10992,Lucas & Mercanti LLP,"LUCAS & MERCANTI, LLP",100.0
11008,Morris Manning & Martin LLP,"Morris, Manning & Martin, LLP",100.0
11016,Pearl Cohen Zedek Latzer Baratz,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
11018,Harness Dickey & Pierce PLC,"Harness, Dickey & Pierce, P.L.C.",100.0
11031,"Heslin Rothenberg Farley & Mesiti, P.C.",Heslin Rothenberg Farley & Mesiti P.C.,100.0
11032,Casimir Jones S.C.,"Casimir Jones, S.C.",100.0
11039,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
11040,"Wilson Sonsini Goodrich & Rosati, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
11047,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
11062,Condo Roccia and Koptiw,Condo Roccia Koptiw LLP,100.0
11074,"Keller Jolley Preece IP, PLLC",Keller Preece PLLC,100.0
11076,"Keating and Bennett, LLP","Keating & Bennett, LLP",100.0
11078,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
11082,"STERNE, KESSLER, GOLDSTEIN & FOX, P.L.L.C.","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
11086,"Knobbe, Marten, Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",97.95918367346938
11093,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
11099,LOWENSTEIN SANDLER LLP,Lowenstein Sandler LLP,100.0
11102,"LEE & HAYES, PLLC","Lee & Hayes, P.C.",100.0
11144,"Locke Lord , LLP",Locke Lord LLP,100.0
11146,Baker McKenzie LLP,Baker & McKenzie LLP,100.0
11147,Leydig Voit and Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
11149,Dority & Manning,"Dority & Manning, P.A.",100.0
11157,Moore & Van Allen,Moore & Van Allen PLLC,100.0
11160,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
11164,"Baker & McKenzie, LLP",Baker & McKenzie LLP,100.0
11174,"Banner & Witcoff, LTD","Banner & Witcoff, Ltd.",100.0
11188,Levine Bagade Han LLP,Han IP PLLC,100.0
11189,Ladas & Parry LLP,"Ladas & Parry, LLP",100.0
11197,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
11199,McAndrews Held and Malloy. Ltd.,"McAndrews, Held & Malloy, Ltd.",100.0
11201,"Birch Stewart Kolasch and Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
11209,Ladas and Parry,"Ladas & Parry, LLP",100.0
11218,"Pearne & Gordon, LLP",Pearne & Gordon LLP,100.0
11220,"Christensen, Fonder, Dardi LLC","Christensen, Fonder, Dardi & Herbert PLLC",100.0
11221,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
11249,"Fish and Richardson, P.C.",Fish & Richardson P.C.,100.0
11250,"Lempia Summerfield Katz, LLC",Lempia Summerfield Katz LLC,100.0
11252,Dykema Gossett,Dykema Gossett PLLC,100.0
11270,DLA Piper,DLA Piper LLP (US),100.0
11277,Baker & Hostetler LLP,BakerHostetler,100.0
11280,Thomas Horstemeyer,"Thomas | Horstemeyer, LLP",100.0
11286,"KILPATRICK TOWNSEND & STOCKRON, LLP",Kilpatrick Townsend & Stockton LLP,96.42857142857143
11290,Ladas & Parry LLP,"Ladas & Parry, LLP",100.0
11292,JAFFERY WATSON HAMILTON & DESANCTIS LLP,Jaffery Watson Hamilton & DeSanctis LLP,100.0
11293,"Saliwanchik, Lloyd & Eisenschenk P.A.","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
11294,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
11295,"Wenderoth, Lind & Ponack, LLP","Wenderoth, Lind & Ponack, L.L.P.",100.0
11299,DLA Piper LLP,DLA Piper LLP (US),100.0
11302,"Wilson Sonsini Goodrich Rosati, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
11303,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
11304,"Young Basile Hanlon MacFarlane & Helmholdt, P.C","Young Basile Hanlon & MacFarlane, P.C.",100.0
11341,Knobbe Martens Olson & Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
11349,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
11358,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
11360,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
11371,Leason Ellis,Leason Ellis LLP,100.0
11381,Staas & Halsey LLP,STAAS & HALSEY LLP,100.0
11409,KILPATRICK TOWNSEND & STOCKTON LLP,Kilpatrick Townsend & Stockton LLP,100.0
11420,"Dickinson Wright, PLLC",Dickinson Wright PLLC,100.0
11427,DLA Piper LLP,DLA Piper LLP (US),100.0
11428,Staas & Halsey LLP,STAAS & HALSEY LLP,100.0
11429,Morrison Foerster,Morrison & Foerster LLP,100.0
11435,Leydig Voit and Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
11439,McDermott Will and Emery,McDermott Will & Emery LLP,100.0
11440,Carlson Gaskey and Olds PC,"Carlson, Gaskey & Olds, P.C.",100.0
11448,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
11449,"Leydig, Voit & Mayer, Ltd","Leydig, Voit & Mayer, Ltd.",100.0
11463,Husch Blackwell,Husch Blackwell LLP,100.0
11474,"Sheppard Mullin Richter & Hampton, LLP",Sheppard Mullin Richter & Hampton LLP,100.0
11475,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
11476,Morrison & Foerster,Morrison & Foerster LLP,100.0
11480,"Greer, Burns & Crain, LTD","Greer, Burns & Crain, Ltd.",100.0
11485,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
11515,"Finnegan, Henderson, Farabox, Garret, & Dunner","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",96.29629629629629
11520,"Wolf, Greenfield & Sacks, PC","Wolf, Greenfield & Sacks, P.C.",100.0
11521,"Gray Ice Higdon, PLLC",Gray Ice Higdon,100.0
11523,Wilmer Cutler Pickering Hale & Dorr LLP,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
11529,"Mintz Levin Cohn Ferris Glovsky and Popeo, PC","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
11530,Eckert Seamans,"Eckert Seamans Cherin & Mellott, LLC",100.0
11536,Ballard Spahr,Ballard Spahr LLP,100.0
11537,Haley Guiliano,Haley Guiliano LLP,100.0
11548,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
11550,"Sterne, Kessler, Goldstein & Fox, P.L.L.C.","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
11554,"Morgan, Lewis and Bockius","Morgan, Lewis & Bockius LLP",100.0
11556,Wood Phillips Katz Clark and Mortimer,"Wood, Phillips, Katz, Clark & Mortimer",100.0
11566,Fish and Richardson P.C.,Fish & Richardson P.C.,100.0
11567,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
11572,Arent Fox LLP,ArentFox Schiff LLP,100.0
11609,Patton Boggs LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
11623,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
11633,Crowell & Moring,Crowell & Moring LLP,100.0
11637,"Schwegman, Lundberg, and Woessner","Schwegman Lundberg & Woessner, P.A.",100.0
11638,Birch Stewart Kolasch & Birch,"Birch, Stewart, Kolasch & Birch, LLP",100.0
11644,"Kowert, Hood, Munyon, Rankin & Goetzel","Kowert, Hood, Munyon, Rankin & Goetzel, P.C.",100.0
11648,Husch Blackwell,Husch Blackwell LLP,100.0
11650,"Banner and Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
11664,Moore and Van Allen,Moore & Van Allen PLLC,100.0
11669,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
11671,"Norris, McLaughlin & Marcus, P.A.","Norris McLaughlin, P.A.",100.0
11674,Snell & Wilmer LLP,SNELL & WILMER L.L.P.,100.0
11677,"Mintz Levin Conn Ferris Glovsky and Popeo, PC","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",97.29729729729729
11687,"Wolf, Greenfield & Sacks, PC","Wolf, Greenfield & Sacks, P.C.",100.0
11688,Snell & Wilmer LLP,SNELL & WILMER L.L.P.,100.0
11689,Merchant & Gould,Merchant & Gould P.C.,100.0
11701,Lerner David Littenberg Krumholz and Mentlik LLP,Lerner David LLP,100.0
11706,Sughrue Mion PLLC,"Sughrue Mion, PLLC",100.0
11720,Kirton and Mcconkie,Kirton McConkie,100.0
11726,Condo Roccia LLP,Condo Roccia Koptiw LLP,100.0
11735,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
11736,Wilson Sonsini Goodrich Rosati,Wilson Sonsini Goodrich & Rosati,100.0
11759,McCarter & English LLP,"McCarter & English, LLP",100.0
11784,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
11788,"Conley Rose, PC","Conley Rose, P.C.",100.0
11789,"Gray Ice Higdon, PLLC",Gray Ice Higdon,100.0
11795,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
11808,Schwegman Lundberg Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
11813,F. Chau & Associates,"F. CHAU & ASSOCIATES, LLC",100.0
11816,Michael Best and Friedrich LLP,Michael Best & Friedrich LLP,100.0
11819,Wilson Sonsini Goodrich & Rosait,Wilson Sonsini Goodrich & Rosati,96.66666666666667
11827,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
11841,Lee & Hayes,"Lee & Hayes, P.C.",100.0
11842,"Thomas Horstemeyer, LLP","Thomas | Horstemeyer, LLP",100.0
11850,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
11851,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
11873,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
11880,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
11881,Stites and Harbison PLLC,"Stites & Harbison, PLLC",100.0
11886,Snell & Wilmer One Arizona Center,SNELL & WILMER L.L.P.,100.0
11891,Lerner David Littenberg Krumholz and Mentlik LLP,Lerner David LLP,100.0
11892,Kaplan Breyer Schwarz & Ottesen LLP,"Kaplan Breyer Schwarz, LLP",100.0
11896,Maschoff Brennan Laycock Gilmore Israelsen & Wright,Maschoff Brennan,100.0
11897,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
11910,"Renner, Otto, Boisselle and Sklar, LLP","Renner, Otto, Boisselle & Sklar, LLP",100.0
11911,DLA Piper LLP US,DLA Piper LLP (US),100.0
11912,"Knobbe, Martens, Olsen & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",96.0
11929,"Bradley Arant Boult Cummings, LLP",Bradley Arant Boult Cummings LLP,100.0
11934,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
11953,"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
11965,"Volpe and Koenig, PC",Volpe Koenig,100.0
11986,"Oblon, McClelland, Maier & Neustadt, L.L.P","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
11987,KILPATRICK TOWNSEND & STOCKTON LLP,Kilpatrick Townsend & Stockton LLP,100.0
11988,"Young & Basile, P.C.","Young Basile Hanlon & MacFarlane, P.C.",100.0
11990,Sheppard Mullin Richter and Hamptom Sheppard Mullin Richter and Hampton LLP,Sheppard Mullin Richter & Hampton LLP,100.0
12003,Merchant & Gould,Merchant & Gould P.C.,100.0
12010,"Ditthavong, Steiner, & Mlotkowski, P.C.","DITTHAVONG, STEINER & MLOTKOWSKI",100.0
12015,Wood Herron & Evans,Wood Herron & Evans LLP,100.0
12018,Patterson + Sheridan,"Patterson + Sheridan, LLP",100.0
12029,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
12043,FOX ROTHSCHILD LLP,Fox Rothschild LLP,100.0
12048,"Benesch, Friedlander, Coplan & Aronoff LLP",Benesch Friedlander Coplan & Aronoff LLP,100.0
12050,"Muncy, Geissler, Olds & Lowe, PLLC","Muncy, Geissler, Olds & Lowe, P.C.",100.0
12054,Perkins Coie,Perkins Coie LLP,100.0
12059,Wolf Greenfield & Sacks,"Wolf, Greenfield & Sacks, P.C.",100.0
12075,"MRG IP LAW, P.A. DBA Mueting Raasch Group",Mueting Raasch Group,100.0
12077,Nixon & Vanderhye Nixon & Vanderhye,Nixon & Vanderhye P.C.,100.0
12085,Marshall Gerstein and Borun,"MARSHALL, GERSTEIN & BORUN LLP",100.0
12086,Baker & Hostetler LLP,BakerHostetler,100.0
12089,"Casimir Jones, SC","Casimir Jones, S.C.",100.0
12121,"Baker Botts, LLP",Baker Botts L.L.P.,100.0
12125,"Morgan, Lewis & Bockius LLp","Morgan, Lewis & Bockius LLP",100.0
12129,"Wilmer Cutler Pickering Hale and Dorr, LLP",Wilmer Cutler Pickering Hale and Dorr LLP,100.0
12133,Squire Patton Boggs (US) LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
12143,Troutman Pepper,Troutman Pepper Hamilton Sanders LLP,100.0
12149,Heslin Rothenberg Farley & Mesiti,Heslin Rothenberg Farley & Mesiti P.C.,100.0
12155,Frost Brown Todd LLC,Frost Brown Todd LLP,100.0
12168,"Shook, Hardy & Bacon LLP","Shook, Hardy & Bacon L.L.P.",100.0
12172,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
12177,Staas & Halsey LLP,STAAS & HALSEY LLP,100.0
12180,"Cantor Colburn, LLC",CANTOR COLBURN LLP,100.0
12183,"VOLPE AND KOENIG, P.C. VOLPE AND KOENIG, P.C.",Volpe Koenig,100.0
12189,Goodwin Procter,Goodwin Procter LLP,100.0
12198,"Mintz Levin Cohn Ferris Glovsky and Popeo, PC","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
12205,Wolf Greenfield,"Wolf, Greenfield & Sacks, P.C.",100.0
12211,Patterson + Sheridan LLP,"Patterson + Sheridan, LLP",100.0
12214,Squire Patton Boggs LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
12218,Finnegan Henderson Farabow Garrett & Dunner LLP,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
12222,Wilson Sonsini,Wilson Sonsini Goodrich & Rosati,100.0
12226,SMITH BALUCH LLP,Smith Baluch LLP,100.0
12231,"Kilpatrick Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
12246,Baker Hostetler LLP,BakerHostetler,100.0
12253,Foley and Lardner,Foley & Lardner LLP,100.0
12273,Jackson Walker LLP,Jackson Walker L.L.P.,100.0
12284,Fish & Richardson,Fish & Richardson P.C.,100.0
12304,"Brake Hughes Bellermann, LLP",Brake Hughes Bellermann LLP,100.0
12308,Baker & Hostetler LLP,BakerHostetler,100.0
12309,Flaster Greenberg PC,Flaster Greenberg P.C.,100.0
12319,Birch Stewart Kolasch and Birch LLP,"Birch, Stewart, Kolasch & Birch, LLP",100.0
12323,"DLA Piper, LLP",DLA Piper LLP (US),100.0
12325,"Banner & Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
12327,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
